;conc;compound;cbkid;site;plateWell;Count_nuclei;ObjectNumber_cells
666;0.1;regora;regorafenib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E15;163.0;68.0
667;0.1;regora;regorafenib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E15;220.0;75.0
668;0.1;regora;regorafenib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E15;67.0;23.5
669;0.1;regora;regorafenib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E15;116.0;46.5
670;0.1;regora;regorafenib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E15;65.0;18.0
671;2.5;[berb];[berb];1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;264.0;116.5
672;2.5;[berb];[berb];2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;186.0;49.0
673;2.5;[berb];[berb];3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;109.0;44.0
674;2.5;[berb];[berb];4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;143.0;66.0
675;2.5;[berb];[berb];5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;219.0;73.5
676;2.5;[berb];[berb];6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;61.0;19.0
677;2.5;[berb];[berb];7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;99.0;42.0
678;2.5;[berb];[berb];8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;63.0;29.0
679;2.5;[berb];[berb];9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E16;130.0;47.0
680;0.0333;Temozo;Temozolomide;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;79.0;32.0
681;0.0333;Temozo;Temozolomide;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;58.0;24.0
682;0.0333;Temozo;Temozolomide;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;70.0;30.0
683;0.0333;Temozo;Temozolomide;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;197.0;77.0
684;0.0333;Temozo;Temozolomide;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;159.0;58.0
685;0.0333;Temozo;Temozolomide;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;138.0;51.0
686;0.0333;Temozo;Temozolomide;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;193.0;67.0
687;0.0333;Temozo;Temozolomide;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;157.0;63.0
688;0.0333;Temozo;Temozolomide;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E17;215.0;74.5
689;0.00833;alpeli;alpelisib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;140.0;43.0
690;0.00833;alpeli;alpelisib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;118.0;52.0
691;0.00833;alpeli;alpelisib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;266.0;114.5
692;0.00833;alpeli;alpelisib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;178.0;65.0
693;0.00833;alpeli;alpelisib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;161.0;63.5
694;0.00833;alpeli;alpelisib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;235.0;89.0
695;0.00833;alpeli;alpelisib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;133.0;40.0
696;0.00833;alpeli;alpelisib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;151.0;42.0
697;0.00833;alpeli;alpelisib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E18;220.0;83.0
698;0.00833;5Z-7-O;5Z-7-Oxozeaenol;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;115.0;46.0
699;0.00833;5Z-7-O;5Z-7-Oxozeaenol;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;247.0;98.0
700;0.00833;5Z-7-O;5Z-7-Oxozeaenol;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;222.0;76.0
701;0.00833;5Z-7-O;5Z-7-Oxozeaenol;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;199.0;71.0
702;0.00833;5Z-7-O;5Z-7-Oxozeaenol;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;238.0;92.0
703;0.00833;5Z-7-O;5Z-7-Oxozeaenol;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;192.0;74.0
704;0.00833;5Z-7-O;5Z-7-Oxozeaenol;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;62.0;26.0
705;0.00833;5Z-7-O;5Z-7-Oxozeaenol;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;98.0;34.0
706;0.00833;5Z-7-O;5Z-7-Oxozeaenol;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E19;151.0;65.0
707;10.0;PI-103;PI-103;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;51.0;22.0
708;10.0;PI-103;PI-103;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;107.0;39.0
709;10.0;PI-103;PI-103;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;92.0;37.0
710;10.0;PI-103;PI-103;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;78.0;26.0
711;10.0;PI-103;PI-103;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;44.0;20.0
712;10.0;PI-103;PI-103;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;60.0;21.0
713;10.0;PI-103;PI-103;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;78.0;28.0
714;10.0;PI-103;PI-103;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E20;71.0;30.0
715;2.5;[etop];[etop];1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;90.0;39.0
716;2.5;[etop];[etop];2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;81.0;33.0
717;2.5;[etop];[etop];4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;79.0;30.0
718;2.5;[etop];[etop];5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;129.0;62.0
719;2.5;[etop];[etop];7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;56.0;21.0
720;2.5;[etop];[etop];8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;80.0;27.0
721;2.5;[etop];[etop];9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E21;71.0;27.0
722;0.1;Tramet;Trametinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;227.0;93.5
723;0.1;Tramet;Trametinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;128.0;61.0
724;0.1;Tramet;Trametinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;164.0;61.5
725;0.1;Tramet;Trametinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;177.0;68.5
726;0.1;Tramet;Trametinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;153.0;50.5
727;0.1;Tramet;Trametinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;162.0;61.0
728;0.1;Tramet;Trametinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;78.0;22.5
729;0.1;Tramet;Trametinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;62.0;14.0
730;0.1;Tramet;Trametinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E22;120.0;44.0
731;0.00833;Sapiti;Sapitinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;174.0;75.0
732;0.00833;Sapiti;Sapitinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;159.0;69.0
733;0.00833;Sapiti;Sapitinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;132.0;67.0
734;0.00833;Sapiti;Sapitinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;154.0;52.0
735;0.00833;Sapiti;Sapitinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;195.0;85.0
736;0.00833;Sapiti;Sapitinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;65.0;27.0
737;0.00833;Sapiti;Sapitinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;123.0;53.0
738;0.00833;Sapiti;Sapitinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_E23;122.0;51.0
739;1.0;cobime;cobimetinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;52.0;19.5
740;1.0;cobime;cobimetinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;101.0;36.0
741;1.0;cobime;cobimetinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;80.0;28.5
742;1.0;cobime;cobimetinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;74.0;29.5
743;1.0;cobime;cobimetinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;75.0;27.5
744;1.0;cobime;cobimetinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;84.0;34.0
745;1.0;cobime;cobimetinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;55.0;12.5
746;1.0;cobime;cobimetinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;80.0;28.0
747;1.0;cobime;cobimetinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F02;180.0;60.0
748;0.00833;Tramet;Trametinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;66.0;26.5
749;0.00833;Tramet;Trametinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;172.0;61.0
750;0.00833;Tramet;Trametinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;220.0;84.0
751;0.00833;Tramet;Trametinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;77.0;33.0
752;0.00833;Tramet;Trametinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;99.0;31.0
753;0.00833;Tramet;Trametinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;198.0;67.0
754;0.00833;Tramet;Trametinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;115.0;48.0
755;0.00833;Tramet;Trametinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;164.0;55.0
756;0.00833;Tramet;Trametinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F03;288.0;101.0
757;2.5;[flup];[flup];1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;139.0;53.0
758;2.5;[flup];[flup];2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;181.0;84.0
759;2.5;[flup];[flup];3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;167.0;56.0
760;2.5;[flup];[flup];4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;145.0;58.0
761;2.5;[flup];[flup];5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;149.0;63.0
762;2.5;[flup];[flup];6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;143.0;54.0
763;2.5;[flup];[flup];7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;178.0;74.5
764;2.5;[flup];[flup];8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;233.0;87.0
765;2.5;[flup];[flup];9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F04;213.0;76.0
766;10.0;SN-38;SN-38;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;83.0;33.5
767;10.0;SN-38;SN-38;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;75.0;22.0
768;10.0;SN-38;SN-38;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;58.0;33.0
769;10.0;SN-38;SN-38;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;49.0;24.0
770;10.0;SN-38;SN-38;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;44.0;18.0
771;10.0;SN-38;SN-38;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;43.0;13.0
772;10.0;SN-38;SN-38;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;42.0;18.0
773;10.0;SN-38;SN-38;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;65.0;28.0
774;10.0;SN-38;SN-38;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F05;58.0;22.0
775;1.0;Crizot;Crizotinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;218.0;92.0
776;1.0;Crizot;Crizotinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;106.0;37.0
777;1.0;Crizot;Crizotinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;111.0;48.5
778;1.0;Crizot;Crizotinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;176.0;69.0
779;1.0;Crizot;Crizotinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;164.0;64.0
780;1.0;Crizot;Crizotinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;129.0;45.5
781;1.0;Crizot;Crizotinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;217.0;88.0
782;1.0;Crizot;Crizotinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;186.0;78.0
783;1.0;Crizot;Crizotinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F06;215.0;90.0
784;10.0;vemura;vemurafenib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;174.0;61.0
785;10.0;vemura;vemurafenib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;213.0;88.0
786;10.0;vemura;vemurafenib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;198.0;61.0
787;10.0;vemura;vemurafenib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;225.0;78.5
788;10.0;vemura;vemurafenib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;121.0;53.5
789;10.0;vemura;vemurafenib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;145.0;49.0
790;10.0;vemura;vemurafenib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;177.0;63.0
791;10.0;vemura;vemurafenib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F07;167.0;63.5
792;0.00833;triflu;trifluridine;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;227.0;95.5
793;0.00833;triflu;trifluridine;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;198.0;72.5
794;0.00833;triflu;trifluridine;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;108.0;40.5
795;0.00833;triflu;trifluridine;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;161.0;75.0
796;0.00833;triflu;trifluridine;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;240.0;99.0
797;0.00833;triflu;trifluridine;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;98.0;41.5
798;0.00833;triflu;trifluridine;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;129.0;36.5
799;0.00833;triflu;trifluridine;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;222.0;84.0
800;0.00833;triflu;trifluridine;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F08;152.0;51.5
801;0.00833;Afatin;Afatinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;226.0;109.5
802;0.00833;Afatin;Afatinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;270.0;100.0
803;0.00833;Afatin;Afatinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;200.0;78.0
804;0.00833;Afatin;Afatinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;202.0;79.0
805;0.00833;Afatin;Afatinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;212.0;82.0
806;0.00833;Afatin;Afatinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;66.0;29.5
807;0.00833;Afatin;Afatinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;182.0;69.0
808;0.00833;Afatin;Afatinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;141.0;47.5
809;0.00833;Afatin;Afatinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F09;198.0;50.5
810;0.1;5-Fluo;5-Fluorouracil;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;207.0;77.0
811;0.1;5-Fluo;5-Fluorouracil;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;151.0;52.0
812;0.1;5-Fluo;5-Fluorouracil;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;109.0;38.0
813;0.1;5-Fluo;5-Fluorouracil;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;267.0;98.5
814;0.1;5-Fluo;5-Fluorouracil;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;103.0;30.0
815;0.1;5-Fluo;5-Fluorouracil;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;80.0;31.5
816;0.1;5-Fluo;5-Fluorouracil;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;178.0;64.5
817;0.1;5-Fluo;5-Fluorouracil;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;193.0;69.0
818;0.1;5-Fluo;5-Fluorouracil;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F10;148.0;61.5
819;10.0;5-Fluo;5-Fluorouracil;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;184.0;65.0
820;10.0;5-Fluo;5-Fluorouracil;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;154.0;61.5
821;10.0;5-Fluo;5-Fluorouracil;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;155.0;65.0
822;10.0;5-Fluo;5-Fluorouracil;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;129.0;45.0
823;10.0;5-Fluo;5-Fluorouracil;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;86.0;34.0
824;10.0;5-Fluo;5-Fluorouracil;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;84.0;27.0
825;10.0;5-Fluo;5-Fluorouracil;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;80.0;32.5
826;10.0;5-Fluo;5-Fluorouracil;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;56.0;20.0
827;10.0;5-Fluo;5-Fluorouracil;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F11;68.0;24.0
828;0.00833;Encora;Encorafenib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;193.0;66.0
829;0.00833;Encora;Encorafenib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;235.0;86.0
830;0.00833;Encora;Encorafenib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;290.0;113.0
831;0.00833;Encora;Encorafenib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;174.0;63.0
832;0.00833;Encora;Encorafenib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;148.0;45.0
833;0.00833;Encora;Encorafenib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;166.0;67.0
834;0.00833;Encora;Encorafenib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;104.0;46.5
835;0.00833;Encora;Encorafenib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;104.0;33.0
836;0.00833;Encora;Encorafenib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F12;91.0;33.5
837;10.0;regora;regorafenib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;178.0;57.0
838;10.0;regora;regorafenib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;222.0;78.0
839;10.0;regora;regorafenib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;126.0;45.5
840;10.0;regora;regorafenib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;151.0;53.0
841;10.0;regora;regorafenib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;105.0;36.0
842;10.0;regora;regorafenib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;108.0;34.0
843;10.0;regora;regorafenib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;97.0;44.5
844;10.0;regora;regorafenib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;123.0;42.5
845;10.0;regora;regorafenib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F13;145.0;62.0
846;0.1;[dmso];[dmso];1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;219.0;87.0
847;0.1;[dmso];[dmso];2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;162.0;55.0
848;0.1;[dmso];[dmso];3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;123.0;49.0
849;0.1;[dmso];[dmso];4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;221.0;72.0
850;0.1;[dmso];[dmso];5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;234.0;75.0
851;0.1;[dmso];[dmso];6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;265.0;115.5
852;0.1;[dmso];[dmso];7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;210.0;76.0
853;0.1;[dmso];[dmso];8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;221.0;71.5
854;0.1;[dmso];[dmso];9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F14;183.0;77.0
855;10.0;Temozo;Temozolomide;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;317.0;132.0
856;10.0;Temozo;Temozolomide;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;332.0;118.0
857;10.0;Temozo;Temozolomide;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;169.0;61.0
858;10.0;Temozo;Temozolomide;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;289.0;105.5
859;10.0;Temozo;Temozolomide;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;194.0;72.0
860;10.0;Temozo;Temozolomide;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;155.0;51.0
861;10.0;Temozo;Temozolomide;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;110.0;39.0
862;10.0;Temozo;Temozolomide;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F15;123.0;53.5
863;10.0;Oxalip;Oxaliplatin;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;125.0;53.5
864;10.0;Oxalip;Oxaliplatin;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;118.0;39.0
865;10.0;Oxalip;Oxaliplatin;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;91.0;32.0
866;10.0;Oxalip;Oxaliplatin;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;72.0;28.5
867;10.0;Oxalip;Oxaliplatin;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;75.0;38.5
868;10.0;Oxalip;Oxaliplatin;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;58.0;30.0
869;10.0;Oxalip;Oxaliplatin;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;34.0;12.5
870;10.0;Oxalip;Oxaliplatin;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;28.0;10.0
871;10.0;Oxalip;Oxaliplatin;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F16;35.0;15.0
872;1.0;Sapiti;Sapitinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;146.0;49.0
873;1.0;Sapiti;Sapitinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;174.0;54.0
874;1.0;Sapiti;Sapitinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;241.0;89.5
875;1.0;Sapiti;Sapitinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;113.0;32.0
876;1.0;Sapiti;Sapitinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;83.0;30.0
877;1.0;Sapiti;Sapitinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;165.0;60.0
878;1.0;Sapiti;Sapitinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;43.0;16.0
879;1.0;Sapiti;Sapitinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;57.0;20.0
880;1.0;Sapiti;Sapitinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F17;89.0;33.5
881;1.0;Tramet;Trametinib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;102.0;37.5
882;1.0;Tramet;Trametinib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;84.0;25.0
883;1.0;Tramet;Trametinib;3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;144.0;56.0
884;1.0;Tramet;Trametinib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;112.0;36.0
885;1.0;Tramet;Trametinib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;88.0;33.0
886;1.0;Tramet;Trametinib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;132.0;49.0
887;1.0;Tramet;Trametinib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;89.0;32.5
888;1.0;Tramet;Trametinib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;64.0;23.5
889;1.0;Tramet;Trametinib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F18;116.0;42.0
890;10.0;Palboc;Palbociclib;1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;51.0;20.0
891;10.0;Palboc;Palbociclib;2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;68.0;18.0
892;10.0;Palboc;Palbociclib;4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;94.0;36.0
893;10.0;Palboc;Palbociclib;5;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;71.0;25.5
894;10.0;Palboc;Palbociclib;6;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;49.0;16.5
895;10.0;Palboc;Palbociclib;7;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;64.0;25.5
896;10.0;Palboc;Palbociclib;8;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;54.0;19.0
897;10.0;Palboc;Palbociclib;9;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F19;55.0;21.5
898;0.1;[dmso];[dmso];1;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F20;133.0;48.0
899;0.1;[dmso];[dmso];2;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F20;194.0;92.5
900;0.1;[dmso];[dmso];3;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F20;231.0;90.0
901;0.1;[dmso];[dmso];4;colo44-v1-FA-P017365-CACO2-48h-P1-L1_F20;103.0;49.0
