Files	barcode	Annotation Type	compartment	well_id	z_plane	channel	source image
results/PB000137/segmentation/cell_segmented_B21_3.npy	PB000137	Segmentation masks	cell	B21	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B21_4.npy	PB000137	Segmentation masks	cell	B21	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B21_5.npy	PB000137	Segmentation masks	cell	B21	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B21_6.npy	PB000137	Segmentation masks	cell	B21	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B21_7.npy	PB000137	Segmentation masks	cell	B21	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B21_8.npy	PB000137	Segmentation masks	cell	B21	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B21_9.npy	PB000137	Segmentation masks	cell	B21	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B21-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_0.npy	PB000137	Segmentation masks	cell	B22	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_1.npy	PB000137	Segmentation masks	cell	B22	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_10.npy	PB000137	Segmentation masks	cell	B22	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_11.npy	PB000137	Segmentation masks	cell	B22	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_12.npy	PB000137	Segmentation masks	cell	B22	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_13.npy	PB000137	Segmentation masks	cell	B22	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_14.npy	PB000137	Segmentation masks	cell	B22	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_15.npy	PB000137	Segmentation masks	cell	B22	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_2.npy	PB000137	Segmentation masks	cell	B22	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_3.npy	PB000137	Segmentation masks	cell	B22	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_4.npy	PB000137	Segmentation masks	cell	B22	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_5.npy	PB000137	Segmentation masks	cell	B22	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_6.npy	PB000137	Segmentation masks	cell	B22	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_7.npy	PB000137	Segmentation masks	cell	B22	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_8.npy	PB000137	Segmentation masks	cell	B22	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B22_9.npy	PB000137	Segmentation masks	cell	B22	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B22-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_0.npy	PB000137	Segmentation masks	cell	B23	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_1.npy	PB000137	Segmentation masks	cell	B23	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_10.npy	PB000137	Segmentation masks	cell	B23	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_11.npy	PB000137	Segmentation masks	cell	B23	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_12.npy	PB000137	Segmentation masks	cell	B23	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_13.npy	PB000137	Segmentation masks	cell	B23	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_14.npy	PB000137	Segmentation masks	cell	B23	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_15.npy	PB000137	Segmentation masks	cell	B23	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_2.npy	PB000137	Segmentation masks	cell	B23	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_3.npy	PB000137	Segmentation masks	cell	B23	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_4.npy	PB000137	Segmentation masks	cell	B23	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_5.npy	PB000137	Segmentation masks	cell	B23	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_6.npy	PB000137	Segmentation masks	cell	B23	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_7.npy	PB000137	Segmentation masks	cell	B23	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_8.npy	PB000137	Segmentation masks	cell	B23	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_B23_9.npy	PB000137	Segmentation masks	cell	B23	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-B23-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_0.npy	PB000137	Segmentation masks	cell	C02	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_1.npy	PB000137	Segmentation masks	cell	C02	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_10.npy	PB000137	Segmentation masks	cell	C02	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_11.npy	PB000137	Segmentation masks	cell	C02	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_12.npy	PB000137	Segmentation masks	cell	C02	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_13.npy	PB000137	Segmentation masks	cell	C02	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_14.npy	PB000137	Segmentation masks	cell	C02	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_15.npy	PB000137	Segmentation masks	cell	C02	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_2.npy	PB000137	Segmentation masks	cell	C02	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_3.npy	PB000137	Segmentation masks	cell	C02	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_4.npy	PB000137	Segmentation masks	cell	C02	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_5.npy	PB000137	Segmentation masks	cell	C02	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_6.npy	PB000137	Segmentation masks	cell	C02	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_7.npy	PB000137	Segmentation masks	cell	C02	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_8.npy	PB000137	Segmentation masks	cell	C02	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C02_9.npy	PB000137	Segmentation masks	cell	C02	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C02-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_0.npy	PB000137	Segmentation masks	cell	C04	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_1.npy	PB000137	Segmentation masks	cell	C04	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_10.npy	PB000137	Segmentation masks	cell	C04	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_11.npy	PB000137	Segmentation masks	cell	C04	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_12.npy	PB000137	Segmentation masks	cell	C04	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_13.npy	PB000137	Segmentation masks	cell	C04	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_14.npy	PB000137	Segmentation masks	cell	C04	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_15.npy	PB000137	Segmentation masks	cell	C04	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_2.npy	PB000137	Segmentation masks	cell	C04	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_3.npy	PB000137	Segmentation masks	cell	C04	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_4.npy	PB000137	Segmentation masks	cell	C04	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_5.npy	PB000137	Segmentation masks	cell	C04	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_6.npy	PB000137	Segmentation masks	cell	C04	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_7.npy	PB000137	Segmentation masks	cell	C04	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_8.npy	PB000137	Segmentation masks	cell	C04	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C04_9.npy	PB000137	Segmentation masks	cell	C04	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C04-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_0.npy	PB000137	Segmentation masks	cell	C05	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_1.npy	PB000137	Segmentation masks	cell	C05	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_10.npy	PB000137	Segmentation masks	cell	C05	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_11.npy	PB000137	Segmentation masks	cell	C05	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_12.npy	PB000137	Segmentation masks	cell	C05	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_13.npy	PB000137	Segmentation masks	cell	C05	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_14.npy	PB000137	Segmentation masks	cell	C05	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_15.npy	PB000137	Segmentation masks	cell	C05	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_2.npy	PB000137	Segmentation masks	cell	C05	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_3.npy	PB000137	Segmentation masks	cell	C05	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_4.npy	PB000137	Segmentation masks	cell	C05	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_5.npy	PB000137	Segmentation masks	cell	C05	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_6.npy	PB000137	Segmentation masks	cell	C05	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_7.npy	PB000137	Segmentation masks	cell	C05	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_8.npy	PB000137	Segmentation masks	cell	C05	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C05_9.npy	PB000137	Segmentation masks	cell	C05	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C05-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_0.npy	PB000137	Segmentation masks	cell	C06	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_1.npy	PB000137	Segmentation masks	cell	C06	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_10.npy	PB000137	Segmentation masks	cell	C06	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_11.npy	PB000137	Segmentation masks	cell	C06	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_12.npy	PB000137	Segmentation masks	cell	C06	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_13.npy	PB000137	Segmentation masks	cell	C06	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_14.npy	PB000137	Segmentation masks	cell	C06	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_15.npy	PB000137	Segmentation masks	cell	C06	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_2.npy	PB000137	Segmentation masks	cell	C06	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_3.npy	PB000137	Segmentation masks	cell	C06	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_4.npy	PB000137	Segmentation masks	cell	C06	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_5.npy	PB000137	Segmentation masks	cell	C06	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_6.npy	PB000137	Segmentation masks	cell	C06	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_7.npy	PB000137	Segmentation masks	cell	C06	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_8.npy	PB000137	Segmentation masks	cell	C06	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C06_9.npy	PB000137	Segmentation masks	cell	C06	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C06-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_0.npy	PB000137	Segmentation masks	cell	C07	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_1.npy	PB000137	Segmentation masks	cell	C07	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_10.npy	PB000137	Segmentation masks	cell	C07	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_11.npy	PB000137	Segmentation masks	cell	C07	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_12.npy	PB000137	Segmentation masks	cell	C07	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_13.npy	PB000137	Segmentation masks	cell	C07	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_14.npy	PB000137	Segmentation masks	cell	C07	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_15.npy	PB000137	Segmentation masks	cell	C07	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_2.npy	PB000137	Segmentation masks	cell	C07	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_3.npy	PB000137	Segmentation masks	cell	C07	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_4.npy	PB000137	Segmentation masks	cell	C07	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z4-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_5.npy	PB000137	Segmentation masks	cell	C07	5	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z5-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_6.npy	PB000137	Segmentation masks	cell	C07	6	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z6-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_7.npy	PB000137	Segmentation masks	cell	C07	7	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z7-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_8.npy	PB000137	Segmentation masks	cell	C07	8	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z8-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C07_9.npy	PB000137	Segmentation masks	cell	C07	9	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C07-z9-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_0.npy	PB000137	Segmentation masks	cell	C08	0	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z0-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_1.npy	PB000137	Segmentation masks	cell	C08	1	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z1-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_10.npy	PB000137	Segmentation masks	cell	C08	10	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z10-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_11.npy	PB000137	Segmentation masks	cell	C08	11	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z11-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_12.npy	PB000137	Segmentation masks	cell	C08	12	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z12-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_13.npy	PB000137	Segmentation masks	cell	C08	13	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z13-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_14.npy	PB000137	Segmentation masks	cell	C08	14	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z14-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_15.npy	PB000137	Segmentation masks	cell	C08	15	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z15-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_2.npy	PB000137	Segmentation masks	cell	C08	2	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z2-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_3.npy	PB000137	Segmentation masks	cell	C08	3	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z3-PHAandWGA.ome.tiff
results/PB000137/segmentation/cell_segmented_C08_4.npy	PB000137	Segmentation masks	cell	C08	4	PHAandWGA	spher-colo52/PB000137_spher-colo52_HCT116_L1/Well-C08-z4-PHAandWGA.ome.tiff
